BG_ID,Gene,Synonym,Size,Mutant,Contributor,TW,PW,Prediction,Prophage,Product,Reference
BG14057,yvaA,yvaA,358,BFS1058,Dr. Aymerich,No,,,,putative oxidoreductase,
BG14058,yvaB,yvaB,211,BFS1059,Dr. Aymerich,No,,,,acyl carrier protein phosphodiesterase,
BG14059,yvaC,yvaC,631,BFS1060,Dr. Aymerich,No,,,,conserved membrane protein,
BG14060,yvaD,yvaD,133,YVADd,Dr. Ogasawara,No,,,,function unknown and unique,
BG14061,yvaE,yvaE,119,BFS1151,Dr. Aymerich,No,,,,SMR-type multidrug efflux transporter,
BG14062,yvaF,yvaF,190,BFS1061,Dr. Aymerich,No,,,,putative transcriptional regulator (TetR family),
BG14063,yvaG,yvaG,264,BFS1065,Dr. Aymerich,No,,,,similar to 3-oxoacyl- acyl-carrier protein reductase,
BG14064,smpB,smpB,156,BFS1120,Dr. Aymerich,No,,,,tmRNA-binding protein,
BG14065,rnr,rnr,779,BFS1121,Dr. Aymerich,No,,,,3'-to-5' exoribonuclease,
BG14066,yvaK,yvaK,248,YVAKd,Dr. Ogasawara,No,,,,putative carboxylesterase,
BG14067,secG,secG,76,,,,No,,,preprotein translocase subunit,J Bacteriol 1999 Mar;181(6):1786-92
BG14068,yvaM,yvaM,256,BFS1062,Dr. Aymerich,No,,,,similar to hydrolase,
BG14159,yvzC,yvzC,77,BFS1118,Dr. Aymerich,No,,,,posible transcriptional regulator,
BG14069,yvaN,yvaN,135,BFS1118,Dr. Aymerich,No,,,,posible transcriptional regulator,
BG14070,yvaO,yvaO,139,BFS1119,Dr. Aymerich,No,,,,posible transcriptional regulator,
BG14071,yvaP,yvaP,236,BFS1066,Dr. Aymerich,No,,,,possible transcriptional regulator,
BG14072,yvaQ,yvaQ,566,BFS1157,Dr. Aymerich,No,,,,similar to transmembrane receptor taxis protein,
BG12636,opuBD,opuBD,226,,,,,No,,glycine betaine/proline/choline transport system permease protein,
BG12635,opuBC,opuBC,306,,,,,No,,glycine betaine/proline/choline transport system substrate-binding protein,
BG12634,opuBB,opuBB,217,,,,,No,,glycine betaine/proline/choline transport system permease protein,
BG12633,opuBA,opuBA,381,,,,,No,,glycine betaine/proline/choline transport system ATP-binding protein,
BG14073,yvaV,yvaV,180,BFS1063,Dr. Aymerich,No,,,,conserved protein,
BG14074,yvaW,yvaW,158,BFS1068,Dr. Aymerich,No,,,,similar to B. subtilis yitP,
BG14075,yvaX,yvaX,323,BFS1064,Dr. Aymerich,No,,,,similar to B. subtilis yitO,
BG14076,yvaY,yvaY,203,BFS1067,Dr. Aymerich,No,,,,similar to B. subtilis YitM,
BG14077,yvaZ,yvaZ,207,BFS1070,Dr. Aymerich,No,,,,conserved membrane protein,
BG14078,yvbA,yvbA,90,YVBAc,Dr. Ogasawara,No,,,,probable transcriptional regulator (ArsR family),
BG12640,opuCD,opuCD,229,,,,,No,,glycine betaine/carnitine/choline transport system permease protein,
BG12639,opuCC,opuCC,303,,,,,No,,glycine betaine/carnitine/choline transport system substrate-binding protein,
BG12638,opuCB,opuCB,217,,,,,No,,glycine betaine/carnitine/choline transport system permease protein,
BG12637,opuCA,opuCA,380,,,,,No,,glycine betaine/carnitine/choline transport system ATP-binding protein,
BG14079,yvbF,yvbF,185,BFS1075,Dr. Aymerich,No,,,,conserved protein,
BG14080,yvbG,yvbG,211,BFS1076,Dr. Aymerich,No,,,,conserved membrane protein,
BG14081,yvbH,yvbH,204,BFS1082,Dr. Aymerich,No,,,,conserved protein,
BG14082,yvbI,yvbI,232,BFS1077,Dr. Aymerich,No,,,,function unknown and unique,
BG14083,yvbJ,yvbJ,605,BFS1078,Dr. Aymerich,No,,,,function unknown and unique,
BG14084,yvbK,yvbK,155,BFS1079,Dr. Aymerich,No,,,,probable acetyltransferase,
BG10899,eno,eno,430,ENOp,Dr. Ogasawara,Yes,,,,enolase,J Bacteriol 1994 Jul;176(13):3903-10
BG10898,pgm,pgm,511,PGMp,Dr. Ogasawara,Yes,,,,phosphoglycerate mutase,J Bacteriol 1994 Jul;176(13):3903-10
BG10897,tpiA,tpi,253,TPIp,Dr. Ogasawara,Yes,,,,triosephosphate isomerase (TIM),
BG11062,pgk,pgk,394,PGKp,Dr. Ogasawara,Yes,,,,phosphoglycerate kinase,J Bacteriol 1999 181:7087-97
BG10827,gapA,gapA,335,,,,No,,,glyceraldehyde 3-phosphate dehydrogenase,J Bacteriol 1999 181:7087-97
BG14085,cggR,cggR,340,BFS1080,Dr. Aymerich,No,,,,repressor of gapA expression,
BG11907,araE,araE,464,BFS1081,Dr. Aymerich,No,,,,L-arabinose permease,
BG11913,araR,araR,384,,,,No,,,transcriptional repressor of the arabinose operon (LacI family),J Bacteriol 1997 Mar;179(5):1598-608
BG14086,yvbT,yvbT,336,BFS1081,Dr. Aymerich,No,,,,LuxAB-like protein (oxygenase),
BG14087,yvbU,yvbU,292,BFS1083,Dr. Aymerich,No,,,,probable transcriptional regulator (LysR family),
BG14088,yvbV,yvbV,305,BFS1084,Dr. Aymerich,No,,,,conserved membrane protein,
BG14089,yvbW,yvbW,447,BFS1085,Dr. Aymerich,No,,,,similar to amino acid permease,
BG14090,yvbX,yvbX,344,BFS1086,Dr. Aymerich,No,,,,conserved protein,
BG14091,yvbY,yvbY,240,BFS1087,Dr. Aymerich,No,,,,conserved protein,
BG12448,yvfW,yvfW,479,BFS1124,Dr. Aymerich,No,,,,iron-sulfur-binding protein,
BG12447,yvfV,yvfV,238,BFS1123,Dr. Aymerich,No,,,,similar to glycolate oxidase,
BG12446,yvfU,yvfU,200,BFS1122,Dr. Aymerich,No,,,,two-component response regulator. potential cognate sensor kinase is YvfT,
BG12445,yvfT,yvfT,328,BFS1109,Dr. Aymerich,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YvfU,
BG12444,yvfS,yvfS,245,BFS1108,Dr. Aymerich,No,,,,ABC-2 type transport system permease protein,
BG12443,yvfR,yvfR,301,BFS1107,Dr. Aymerich,No,,,,ABC-2 type transport system ATP-binding protein,
BG12442,rsbQ,rsbQ,269,BFS1106,Dr. Aymerich,No,,,,hydrolase required for energy stress activation of sigma-B,
BG12441,rsbP,rsbP,403,BFS1114,Dr. Aymerich,No,,,,indirect positive regulator of sigma-B activity (PP2C serine phosphatase),
BG12440,yvfO,yvfO,429,BFS1113,Dr. Aymerich,No,,,,"similar to arabinogalactan endo-1,4-beta-galactosidase",
BG12439,lacA,lacA,687,,,,No,,,beta-galactosidase, J Bacteriol 1997 Sep;179(17):5636-8
BG12438,yvfM,yvfM,283,BFS1112,Dr. Aymerich,No,,,,putative maltose/maltodextrin transport system permease protein,
BG12437,yvfL,yvfL,418,BFS1111,Dr. Aymerich,No,,,,putative maltose/maltodextrin transport system permease protein,
BG12436,yvfK,cycB,421,BFS1110,Dr. Aymerich,No,,,,"cyclodextrin-binding protein, putative maltose/maltodextrin transport system substrate-binding protein",
BG12435,lacR,lacR,330,,,,No,,,transcriptional repressor of the beta-galactosidase gene (LacI family), J Bacteriol 1997 Sep;179(17):5636-8
BG12434,yvfI,yvfI,175,YVFId,Dr. Fujita,No,,,,probable transcriptional regulator (GntR family),
BG11875,yvfH,yvfH,563,BFS1115,Dr. Aymerich,No,,,,putative L-lactate permease,
BG10748,sigL,sigL,436,,,,No,,,RNA polymerase sigma-54 factor,Proc Natl Acad Sci U S A 1991 Oct 15;88(20):9092-6
BG11876,yvfG,yvfG,72,YVFGc,Dr. Ogasawara,No,,,,function unknown and unique,
BG11874,yvfF,yvfF,322,YVFFd,Dr. Sekiguchi,No,,,,similar to polysaccharide polymerization protein,
BG11873,yvfE,yvfE,388,YVFEd,Dr. Sekiguchi,No,,,,similar to polysaccharide biosynthesis protein,
BG11872,yvfD,yvfD,216,YVFDd,Dr. Sekiguchi,No,,,,"acetyltransferase, possible polysaccharide biosynthesis protein",
BG11871,yvfC,yvfC,202,YVFCd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11870,yvfB,yvfB,345,YVFBd,Dr. Sekiguchi,No,,,,function unknown and unique,
BG11869,yvfA,yvfA,109,YVFAd,Dr. Sekiguchi,No,,,,function unknown and unique,
BG11868,yveT,yveT,344,YVETd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11867,yveS,yveS,358,YVESd,Dr. Sekiguchi,No,,,,similar to polysaccharide polymerization protein,
BG11866,yveR,yveR,344,YVERd,Dr. Sekiguchi,No,,,,similar to spore coat polysaccharide biosynthesis protein,
BG11865,yveQ,yveQ,367,YVEQd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11864,yveP,yveP,384,YVEPd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11863,yveO,yveO,278,YVEOd,Dr. Sekiguchi,No,,,,similar to exopolysaccharide biosynthesis protein,
BG11862,yveN,yveN,381,YVENd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11861,yveM,yveM,598,YVEMd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11860,yveL,yveL,227,YVELd,Dr. Sekiguchi,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11859,yveK,yveK,234,YVEKd,Dr. Ogasawara,No,,,,similar to capsular polysaccharide biosynthesis protein,
BG11858,slr,slr,152,SLRd,Dr. Ogasawara,No,,,,transcriptional activator of competence development and sporulation genes,
BG11844,pnbA,pnbA,489,PNBAd,Dr. Ogasawara,No,,,,para-nitrobenzyl esterase,
BG12433,padC,padC,161,,,,,No,,phenolic acid decarboxylase,
BG12432,yveG,yveG,95,YVEGc,Dr. Ogasawara,No,,,,conserved protein,
BG12431,yveF,yveF,30,YVEFc,Dr. Ogasawara,No,,,,function unknown and unique,
BG10391,racX,racX,227,,,,No,,,amino acid racemase,J Bacteriol 1993 May;175(10):2917-25
BG10390,pbpE,pbpE,451,,,,No,,,penicillin-binding protein 4*,J Bacteriol 1993 May;175(10):2917-25
BG10388,sacB,sacB,473,,,,No,,,levansucrase,Mol Gen Genet  1974  128:213-221
BG12430,yveB,levB,516,YVEBd,Dr. Watabe,No,,,,endolevanase,
BG12429,yveA,yveA,520,YVEAd,Dr. Yoshikawa,No,,,,putative amino acid transporter,
BG12428,yvdT,yvdT,194,YVDTd,Dr. Fujita,No,,,,probable transcriptional regulator (TetR/AcrR family),
BG12427,yvdS,yvdS,111,YVDSd,Dr. Yoshikawa,No,,,,SMR-type multidrug efflux transporter,
BG12426,yvdR,yvdR,106,YVDRd,Dr. Yoshikawa,No,,,,SMR-type multidrug efflux transporter,
BG12425,yvdQ,yvdQ,170,YVDQd,Dr. Watabe,No,,,,conserved protein,
BG12424,yvdP,yvdP,447,YVDPd,Dr. Watabe,No,,,,similar to reticuline oxidase,
BG12423,yvdO,cotR,320,YVDOd,Dr. Yoshikawa,No,,,,spore coat protein,
BG19016,clpP,clpP,197,,,,No,,,ATP-dependent Clp protease proteolytic subunit (class III heat-shock protein),Mol Microbiol 1998 28:787-802
BG12422,pgcM,yvdM,226,YVDMd,Dr. Watabe,No,,,,putative beta-phosphoglucomutase,
BG12421,malL,malL,561,,,,No,,,maltose-inducible alpha-glucosidase,J Bacteriol 1998 180:2574-8
BG12420,yvdK,yvdK,757,YVDKd,Dr. Watabe,No,,,,maltose phosphorylase,
BG12419,yvdJ,yvdJ,294,YVDJd,Dr. Watabe,No,,,,conserved membrane protein,
BG12418,yvdI,yvdI,278,YVDId,Dr. Watabe,No,,,,putative maltose/maltodextrin transport system permease protein,
BG12417,yvdH,yvdH,435,YVDHd,Dr. Watabe,No,,,,putative maltose/maltodextrin transport system permease protein,
BG12416,yvdG,yvdG,417,YVDGd,Dr. Watabe,No,,,,putative maltose/maltodextrin transport system substrate-binding protein,
BG12415,yvdF,yvdF,589,YVDFd,Dr. Watabe,No,,,,"similar to glucan 1,4-alpha-maltohydrolase",
BG12414,yvdE,yvdE,316,YVDEd,Dr. Ogasawara,No,,,,probable transcriptional regulator (LacI family),
BG12413,yvdD,yvdD,191,YVDDd,Dr. Watabe,No,,,,conserved protein,
BG12412,yvdC,yvdC,106,YVDCd,Dr. Kawamura,No,,,,function unknown and unique,
BG12411,yvdB,yvdB,530,YVDBd,Dr. Kawamura,No,,,,sulfate transporter,
BG12410,yvdA,yvdA,197,YVDAd,Dr. Kawamura,No,,,,plant-type carbonic anhydrase,
BG12409,yvcT,yvcT,325,YVCTd,Dr. Kawamura,No,,,,probable 2-ketogluconate reductase (EC 1.1.1.215),
BG12408,yvcS,yvcS,646,YVCSd,Dr. Kawamura,No,,,,ABC transport system permease protein,
BG12407,yvcR,yvcR,259,YVCRd,Dr. Kawamura,No,,,,ABC transport system ATP-binding protein,
BG12406,yvcQ,yvcQ,356,YVCQd,Dr. Kawamura,No,,,,two-component sensor histidine kinase. potential cognate response regulator is YvcP,
BG12405,yvcP,yvcP,237,YVCPd,Dr. Kawamura,No,,,,two-component response regulator. potential cognate sensor kinase is YvcQ,
BG12404,yvcN,nat,254,YVCNd,Dr. Kawamura,No,,,,arylamine N-acetyltransferase,
BG12403,crh,crh,85,,,,No,,,catabolite repression HPr-like protein,Proc Natl Acad Sci U S A 1997 Aug 5;94(16):8439-44
BG12402,yvcL,yvcL,316,YVCLd,Dr. Kawamura,No,,,,conserved protein,
BG12401,yvcK,yvcK,317,YVCKd,Dr. Kawamura,No,,,,conserved protein,
BG12400,yvcJ,yvcJ,295,YVCJd,Dr. Kawamura,No,,,,conserved protein,
BG12399,yvcI,yvcI,158,YVCId,Dr. Kawamura,No,,,,MutT/nudix family protein,
BG12398,trxB,trxB,316,TRXBp,Dr. Ogasawara,Yes,,,,thioredoxin reductase (general stress protein 35),
BG11023,yvcE,yvcE,473,YVCEd,Dr. Kawamura,No,,,,"peptidoglycan hydrolase, DL-endopeptidase II family",
BG12396,yvcD,yvcD,484,YVCDd,Dr. Kawamura,No,,,,conserved protein,
BG12395,yvcC,yvcC,589,YVCCd,Dr. Kawamura,No,,,,multidrug resistance protein,
BG14157,yvzA,yvzA,119,YVZAd,Dr. Kawamura,No,,,,function unknown and unique,
BG12394,yvcB,yvcB,636,BFS829,Dr. Karamata,No,,,,function unknown and unique,
BG12393,yvcA,yvcA,241,BFS862,Dr. Karamata,No,,,,function unknown and unique,
BG12603,hisI,hisI,209,,,,,No,,phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase,
BG12600,hisF,hisF,252,,,,,No,,cyclase,
BG12597,hisA,hisA,245,,,,No,,,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,Gene. 1986;47(2-3):279-86
BG12602,hisH,hisH,212,,,,No,,,amidotransferase,Mol Gen Genet. 1984;195(1-2):57-61
BG12598,hisB,hisB,194,,,,,No,,imidazoleglycerol-phosphate dehydratase,
BG12599,hisD,hisD,427,,,,,No,,histidinol dehydrogenase,
BG12601,hisG,hisG,213,,,,No,,,ATP phosphoribosyltransferase,Gene. 1986;47(2-3):279-86
BG12606,hisZ,hisZ,391,HISZd,Dr. Ogasawara,No,,,,ATP phosphoribosyltransferase regulatory subunit,
BG14130,yvpB,yvpB,250,BFS866,Dr. Karamata,No,,,,conserved protein,
BG14129,yvpA,yvpA,221,BFS865,Dr. Karamata,No,,,,pectate lyase,
BG14128,yvoF,yvoF,172,BFS805,Dr. Karamata,No,,,,probable maltose O-acetyltransferase (EC 2.3.1.79),
BG14127,hprP,hprP,216,BFS804/874,Dr. Karamata,No,,,,P-Ser-HPr phosphatase,
BG14126,yvoD,yvoD,312,BFS803/873,Dr. Karamata,No,,,,conserved membrane protein,
BG12611,lgt,lgt,269,BFS802/872,Dr. Karamata,No,,,,prolipoprotein diacylglyceryl transferase,
BG14125,hprK,hprK,310,BFS801/871,Dr. Karamata,No,,,,HPr(ser) kinase/phosphatase,
BG12630,nagA,nagA,396,BFS819,Dr. Karamata,No,,,,N-acetylglucosamine-6-phosphate deacetylase,
BG12631,nagB,nagB,242,BFS818,Dr. Karamata,No,,,,glucosamine-6-phosphate isomerase,
BG14124,yvoA,yvoA,243,BFS817,Dr. Karamata,No,,,,probable transcriptional regulator (GntR family),
BG14123,yvnB,yvnB,1289,BFS820,Dr. Karamata,No,,,,function unknown and unique,
BG14122,yvnA,yvnA,157,BFS816,Dr. Karamata,No,,,,probable transcriptional regulator (MarR family),
BG12580,cypX,cypX,405,BFS815,Dr. Karamata,No,,,,cytochrome P450-like enzyme,
BG14121,yvmC,yvmC,248,BFS814,Dr. Karamata,No,,,,conserved protein,
BG11018,yvmB,yvmB,169,BFS813,Dr. Karamata,No,,,,possible transcriptional regulator (MarR family),
BG14120,yvmA,yvmA,403,BFS812,Dr. Karamata,No,,,,similar to multidrug transporter,
BG14119,yvlD,yvlD,119,BFS867/822,Dr. Karamata,No,,,,conserved membrane protein,
BG14118,yvlC,yvlC,65,YVLCc,Dr. Ogasawara,No,,,,conserved protein,
BG14117,yvlB,yvlB,365,BFS864,Dr. Karamata,No,,,,conserved protein,
BG14116,yvlA,yvlA,108,BFS863,Dr. Karamata,No,,,,function unknown and unique,
BG14115,yvkN,yvkN,76,BFS832,Dr. Karamata,No,,,,function unknown and unique,
BG14158,yvzB,yvzB,160,YVZBd,Dr. Kawamura,No,,,,similar to flagellin,
BG12697,uvrA,uvrA,957,,,,No,,,excinuclease ABC subunit A,J Bacteriol. 2002 Jan;184(2):488-9
BG10502,uvrB,uvrB,661,,,,,No,,excinuclease ABC subunit B,
BG10501,csbA,csbA,76,BFS877,Dr. Karamata,No,,,,conserved membrane protein,
BG14114,yvkC,yvkC,831,BFS823,Dr. Karamata,No,,,,similar to phosphoenolpyruvate synthase,
BG14113,yvkB,yvkB,189,BFS825,Dr. Karamata,No,,,,probable transcriptional regulator (TetR/AcrR family),
BG14112,yvkA,yvkA,444,BFS824,Dr. Karamata,No,,,,similar to multidrug-efflux transporter,
BG14111,yvjD,yvjD,397,YVJDd,Dr. Sekiguchi,No,,,,conserved membrane protein,
BG14160,yvzD,yvzD,112,BFS859,Dr. Karamata,No,,,,function unknown and unique,
BG14110,yvjB,yvjB,480,YVJBd,Dr. Sekiguchi,No,,,,similar to carboxy-terminal processing protease,
BG12591,ftsX,ftsX,296,,,,No,,,cell-division protein,"N Ogasawara, unpublished result"
BG12590,ftsE,ftsE,228,,,,No,,,cell-division ATP-binding protein,"N Ogasawara, unpublished result"
BG12574,cccB,cccB,112,,,,No,,,cytochrome c551,J Biol Chem 1999 Sep 10;274(37):26179-84
BG14109,yvjA,yvjA,281,YVJAd,Dr. Kawamura,No,,,,conserved membrane protein,
BG10742,prfB,prfB,366,PRFBp,Dr. Ogasawara,Yes,,,,peptide chain release factor 2,J Bacteriol 1998 Aug;180(16):4166-70?
BG10741,secA,secA,841,,,,Yes,,,preprotein translocase subunit,Biosci Biotec Bochem 1994 58(10):1845-1850
BG10740,yvyD,yvyD,189,BFS809,Dr. Karamata,No,,,,general stress protein under dual control of sigmaB and sigmaH,
BG10923,fliT,fliT,113,,,,No,,,flagellar protein,J Bacteriol 1994 176:3093-101
BG10922,fliS,fliS,133,,,,No,,,flagellar protein,J Bacteriol 1994 176:3093-101
BG10921,fliD,fliD,498,,,,No,,,flagellar hook-associated protein 2 (HAP2),J Bacteriol 1996 Dec;178(23):7010-3
BG10920,yvyC,yvyC,109,BFS808,Dr. Karamata,No,,,,similar to flagellar protein,
BG10655,hag,hag,304,,,,No,,,flagellin,"A. Galizzi, personal communication"
BG10654,csrA,csrA,74,BFS876,Dr. Karamata,No,,,,carbon storage regulator,J Bacteriol 1989 171:3085-94
BG12451,yviF,yviF,143,BFS821,Dr. Karamata,No,,,,conserved protein,
BG12450,yviE,yviE,191,YVIEd,Dr. Kawamura,No,,,,conserved protein,
BG11936,flgL,flgL,298,,,,,No,,flagellar hook-associated protein 3 (HAP3),
BG10401,flgK,flgK,507,,,,No,,,flagellar hook-associated protein 1 (HAP1),J Bacteriol 1996 178:7010-13
BG10400,yvyG,yvyG,160,BFS807,Dr. Karamata,No,,,,similar to flagellar protein,
BG10399,flgM,flgM,88,,,,No,,,anti-sigma factor repressor of sigma-D-dependent transcription,J Bacteriol 1996 178:7010-13
BG10398,yvyF,yvyF,139,BFS806,Dr. Karamata,No,,,,similar to flagellar protein,
BG10397,comFC,comFC,229,,,,No,,,late competence gene, Mol Microbiol 1993 Jul;9(1):119-31
BG10396,comFB,comFB,98,,,,No,,,late competence gene, Mol Microbiol 1993 Jul;9(1):119-31
BG10395,comFA,comFA,463,,,,No,,,late competence protein required for DNA uptake, Mol Microbiol 1993 Jul;9(1):119-31
BG10394,yviA,yviA,281,BFS870,Dr. Karamata,No,,,,conserved protein,
BG10393,degU,degU,229,,,,No,,,two-component response regulator involved in degradative enzyme and competence regulation. cognate sensor kinase is degS,J Bacteriol 1990 172:824-34
BG10392,degS,degS,385,,,,No,,,two-component sensor histidine kinase involved in degradative enzyme and competence regulation. cognate response regulator is degU,J Bacteriol 1990 172:824-34
BG11052,yvyE,yvyE,217,BFS830,Dr. Karamata,No,,,,conserved protein,
BG12449,yvhJ,yvhJ,391,BFS826,Dr. Karamata,No,,,,similar to LytR,
BG12684,tagO,tagO,358,TAGOp,Dr. Ogasawara,Yes,,,,teichoic acid linkage unit synthesis (synthesis of undecaprenylpyrophosphate-N-aetylglucosamine),
BG12695,tuaH,tuaH,397,TUAHd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, sugar transferase",
BG12694,tuaG,tuaG,252,TUAGd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, sugar transferase",
BG12693,tuaF,tuaF,226,TUAFd,Dr. Ogasawara,No,,,,biosynthesis of teichuronic acid,
BG12692,tuaE,tuaE,488,TUAEd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, polymerization",
BG12691,tuaD,tuaD,461,TUADd,Dr. Ogasawara,No,,,,UDP-glucose 6-dehydrogenase,
BG12690,tuaC,tuaC,389,TUACd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, sugar transferase",
BG12689,tuaB,tuaB,483,TUABd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, polymer export",
BG12688,tuaA,tuaA,179,TUAAd,Dr. Ogasawara,No,,,,"biosynthesis of teichuronic acid, sugar transferase",
BG10407,lytC,lytC,496,,,,No,,,"N-acetylmuramoyl-L-alanine amidase, major autolysin, peptidoglycan hydrolase, LytC amidase family",J Bacteriol 1991 Nov;173(22):7304-12
BG10406,lytB,lytB,705,,,,No,,,amidase enhancer precursor (modifier protein of major autolysin),J Bacteriol 1991 Nov;173(22):7304-12
BG10405,lytA,lytA,102,,,,No,,,"membrane-bound protein, secretion of major autolysin LytC",J Gen Microbiol 1992 138:1949-61
BG10404,lytR,lytR,306,,,,No,,,attenuator role for lytABC and lytR expression,J Gen Microbiol 1992 138:1949-61
BG10403,yvyH,yvyH,380,YVYHp,Dr. Ogasawara,Yes,,,,UDP-N-acetylglucosamine 2-epimerase,
BG10402,gtaB,gtaB,292,,,,No,,,UTP-glucose-1-phosphate uridylyltransferase,J Bacteriol 1993 Jul;175(13):3964-71
BG11192,ggaB,ggaB,900,GGABd,Dr. Ogasawara,No,,,,galactosamine-containing minor teichoic acid biosynthesis protein,
BG11367,ggaA,ggaA,446,GGAAd,Dr. Ogasawara,No,,,,galactosamine-containing minor teichoic acid biosynthesis protein,
BG11191,tagH,tagH,527,,,,Yes,,,teichoic acid translocation transport system ATP-binding protein, Mol Microbiol 1995 Apr;16(2):345-55
BG11205,tagG,tagG,275,,,,Yes,,,teichoic acid translocation transport system permease protein, Mol Microbiol 1995 Apr;16(2):345-55
BG10725,tagF,tagF,746,TAGFp,Dr. Ogasawara,Yes,,,,CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase,
BG10724,tagE,tagE,673,TAGEd,Dr. Ogasawara,No,,,,UDP-glucose:polyglycerol phosphate glucosyltransferase,
BG10449,tagD,tagD,129,failed,Dr. Ogasawara,Yes,,,,glycerol-3-phosphate cytidylyltransferase, J Bacteriol 2001 Nov;183(22):6688-93
BG10450,tagA,tagA,256,TAGAp,Dr. Ogasawara,Yes,,,,teichoic acid biosynthesis protein A,
BG10451,tagB,tagB,381,TAGBp,Dr. Ogasawara,Yes,,,,teichoic acid biosynthesis protein B,
BG10453,tagC,tagC,442,TAGCd,Dr. Ogasawara,No,,,,teichoic acid biosynthesis protein C,
BG10455,lytD,lytD,880,,,,No,,,"N-acetylglucosaminidase (major autolysin), peptidoglycan hydrolase",Mol Microbiol 1994 12:535-545
BG10454,pmi,pmi,316,PMId,Dr. Ogasawara,No,,,,mannose-6-phosphate isomerase,
BG10640,gerBA,gerBA,482,,,,No,,,spore germination protein BA,Microbiology 1994 140:471-478
BG10641,gerBB,gerBB,368,,,,No,,,spore germination protein BB,J Bacteriol 1999 Jun;181(11):3341-50
BG10642,gerBC,gerBC,374,,,,No,,,spore germination protein BC,Microbiology 1994 140:471-478
BG12538,ywtG,ywtG,457,BFS1239,Dr. Danchin,No,,,,similar to metabolite transport protein,
BG12537,ywtF,ywtF,322,BFS1238,Dr. Danchin,No,,,,similar to LytR,
BG12536,ywtE,ywtE,286,BFS1237,Dr. Danchin,No,,,,putative hydrolase,
BG12535,ywtD,ywtD,413,BFS1236,Dr. Danchin,No,,,,"peptidoglycan hydrolase, DL-endopeptidase II family",
BG12534,ywtC,ywtC,55,YWTCc,Dr. Ogasawara,No,,,,function unknown and unique,
BG12533,ywtB,pgsA,380,YWTBd,Dr. Ogasawara,No,,,,poly-gamma-glutamate synthesis protein,
BG12532,ywtA,pgsC,149,YWTAd,Dr. Ogasawara,No,,,,poly-gamma-glutamate synthesis protein,
