Position,Locus Tag,Replicon,Class - General,Class - Specific,# TA Sites,% Sites Hit,Reads per Site Hit,EL-ARTIST Call,Symbol,Gene Function,Protein ID,Call in Keio Collection,,,,,,,
4260,b4183,chromosome,Protein_Coding,protein_coding,37,60,31,Neutral,yjfK,DUF2491 family protein,WP_000012550.1,Not Essential,,,,,,,
4261,b4184,chromosome,Protein_Coding,protein_coding,32,31,14,Neutral,yjfL,UPF0719 family inner membrane protein,WP_000547760.1,Not Essential,,,,,,,
4262,b4185,chromosome,Protein_Coding,protein_coding,35,60,28,Neutral,yjfM,DUF1190 family protein,WP_000101658.1,Not Essential,,,,,,,
4263,b4186,chromosome,Protein_Coding,protein_coding,44,73,40,Neutral,yjfC,ATP-Grasp family ATPase,WP_000943959.1,Not Essential,,,,,,,
4264,b4187,chromosome,Protein_Coding,protein_coding,60,58,55,Neutral,aidB,"DNA alkylation damage repair protein; flavin-containing DNA binding protein, weak isovaleryl CoA dehydrogenase",WP_001350567.1,Not Essential,,,,,,,
4265,b4188,chromosome,Protein_Coding,protein_coding,16,94,96,Neutral,yjfN,DUF1471 family periplasmic protein,WP_000811566.1,Not Essential,,,,,,,
4266,b4189,chromosome,Protein_Coding,protein_coding,23,87,90,Neutral,bsmA,bioflm peroxide resistance protein,WP_000254633.1,Not Essential,,,,,,,
4267,b4190,chromosome,Protein_Coding,protein_coding,33,67,45,Neutral,yjfP,acyl CoA esterase,WP_000569707.1,Not Essential,,,,,,,
4268,b4191,chromosome,Protein_Coding,protein_coding,30,33,18,Regional,ulaR,transcriptional repressor for the L-ascorbate utilization divergent operon,WP_000133631.1,Not Essential,,,,,,,
4269,b4192,chromosome,Protein_Coding,protein_coding,38,76,33,Neutral,ulaG,L-ascorbate 6-phosphate lactonase,WP_001295191.1,Not Essential,,,,,,,
4270,b4193,chromosome,Protein_Coding,protein_coding,49,74,58,Neutral,ulaA,L-ascorbate-specific enzyme IIC permease component of PTS,WP_001350568.1,Not Essential,,,,,,,
4271,b4194,chromosome,Protein_Coding,protein_coding,10,80,82,Neutral,ulaB,L-ascorbate-specific enzyme IIB component of PTS,WP_000218362.1,Not Essential,,,,,,,
4272,b4195,chromosome,Protein_Coding,protein_coding,15,47,47,Neutral,ulaC,L-ascorbate-specific enzyme IIA component of PTS,WP_000776517.1,Not Essential,,,,,,,
4273,b4196,chromosome,Protein_Coding,protein_coding,19,58,42,Neutral,ulaD,3-keto-L-gulonate 6-phosphate decarboxylase,WP_000056749.1,Not Essential,,,,,,,
4274,b4197,chromosome,Protein_Coding,protein_coding,22,59,74,Neutral,ulaE,L-xylulose 5-phosphate 3-epimerase,WP_000949502.1,Not Essential,,,,,,,
4275,b4198,chromosome,Protein_Coding,protein_coding,28,57,44,Neutral,ulaF,L-ribulose 5-phosphate 4-epimerase,WP_001170847.1,Not Essential,,,,,,,
4276,b4199,chromosome,Protein_Coding,protein_coding,20,80,47,Neutral,yjfY,"YhcN family protein, periplasmic",WP_000492914.1,Not Essential,,,,,,,
4277,b4200,chromosome,Protein_Coding,protein_coding,12,0,0,Underrepresented,rpsF,30S ribosomal subunit protein S6,WP_001216676.1,Not Essential,,,,,,,
4278,b4201,chromosome,Protein_Coding,protein_coding,8,0,0,Underrepresented,priB,primosomal protein N,WP_001315977.1,Not Essential,,,,,,,
4279,b4202,chromosome,Protein_Coding,protein_coding,14,7,97,Underrepresented,rpsR,30S ribosomal subunit protein S18,WP_000135199.1,Essential,,,,,,,
4280,b4203,chromosome,Protein_Coding,protein_coding,25,0,0,Underrepresented,rplI,50S ribosomal subunit protein L9,WP_001196062.1,Not Essential,,,,,,,
4281,b4204,chromosome,Protein_Coding,protein_coding,55,62,28,Neutral,yjfZ,uncharacterized protein,WP_000174714.1,Not Essential,,,,,,,
4282,b4205,chromosome,Pseudogene,pseudogene,29,38,12,Regional,ytfA,---,---,Not Essential,,,,,,,
4283,b4206,chromosome,Protein_Coding,protein_coding,23,78,43,Neutral,ytfB,OapA family protein,WP_001119478.1,Not Essential,,,,,,,
4284,b4207,chromosome,Protein_Coding,protein_coding,14,64,34,Neutral,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),WP_000211225.1,Not Essential,,,,,,,
4285,b4208,chromosome,Protein_Coding,protein_coding,54,61,62,Neutral,cycA,D-alanine/D-serine/glycine transporter,WP_000228346.1,Not Essential,,,,,,,
4286,b4209,chromosome,Protein_Coding,protein_coding,22,77,52,Neutral,ytfE,iron-sulfur cluster repair protein RIC,WP_000331456.1,Not Essential,,,,,,,
4287,b4210,chromosome,Protein_Coding,protein_coding,39,62,54,Neutral,ytfF,DMT transporter family inner membrane protein,WP_001350569.1,Not Essential,,,,,,,
4288,b4211,chromosome,Protein_Coding,protein_coding,38,71,44,Neutral,qorB,NAD(P)H:quinone oxidoreductase,WP_000560561.1,Not Essential,,,,,,,
4289,b4212,chromosome,Protein_Coding,protein_coding,13,46,47,Neutral,ytfH,DUF24 family HxlR-type putative transcriptional regulator,WP_000084622.1,Not Essential,,,,,,,
4290,b4213,chromosome,Protein_Coding,protein_coding,99,67,36,Neutral,cpdB,2':3'-cyclic-nucleotide 2'-phosphodiesterase,WP_000589431.1,Not Essential,,,,,,,
4291,b4214,chromosome,Protein_Coding,protein_coding,31,42,16,Neutral,cysQ,"3'(2'),5'-bisphosphate nucleotidase",WP_000886919.1,Not Essential,,,,,,,
4292,b4215,chromosome,Protein_Coding,protein_coding,75,15,12,Underrepresented,ytfI,uncharacterized protein,WP_000937655.1,Not Essential,,,,,,,
4293,b4216,chromosome,Protein_Coding,protein_coding,20,70,25,Neutral,ytfJ,putative transcriptional regulator,WP_000175279.1,Not Essential,,,,,,,
4294,b4217,chromosome,Protein_Coding,protein_coding,12,83,23,Neutral,ytfK,DUF1107 family protein,WP_000689228.1,Not Essential,,,,,,,
4295,b4218,chromosome,Protein_Coding,protein_coding,54,7,3,Underrepresented,ytfL,UPF0053 family inner membrane protein,WP_000935036.1,Not Essential,,,,,,,
4296,b4219,chromosome,Protein_Coding,protein_coding,28,68,56,Neutral,msrA,methionine sulfoxide reductase A,WP_001295196.1,Not Essential,,,,,,,
4297,b4220,chromosome,Protein_Coding,protein_coding,82,67,20,Neutral,tamA,"translocation and assembly module for autotransporter export, outer membrane subunit",WP_001269327.1,Not Essential,,,,,,,
4298,b4221,chromosome,Protein_Coding,protein_coding,131,64,43,Neutral,tamB,"translocation and assembly module for autotransporter export, inner membrane subunit",WP_000060911.1,Not Essential,,,,,,,
4299,b4222,chromosome,Protein_Coding,protein_coding,22,46,21,Neutral,ytfP,GGCT-like protein,WP_001219160.1,Not Essential,,,,,,,
4300,b4224,chromosome,Protein_Coding,protein_coding,12,67,31,Neutral,chpS,antitoxin of the ChpBS toxin-antitoxin system,WP_001223208.1,Not Essential,,,,,,,
4301,b4225,chromosome,Protein_Coding,protein_coding,11,91,57,Neutral,chpB,toxin of the ChpB-ChpS toxin-antitoxin system,WP_000239577.1,Not Essential,,,,,,,
4302,b4226,chromosome,Protein_Coding,protein_coding,18,6,5,Underrepresented,ppa,inorganic pyrophosphatase,WP_000055075.1,Essential,,,,,,,
4303,b4227,chromosome,Protein_Coding,protein_coding,33,64,50,Neutral,ytfQ,galactofuranose ABC transporter periplasmic binding protein,WP_000265913.1,Not Essential,,,,,,,
4304,b4485,chromosome,Protein_Coding,protein_coding,41,61,41,Neutral,ytfR,putative sugar ABC transporter ATPase,WP_000205805.1,Not Essential,,,,,,,
4305,b4230,chromosome,Protein_Coding,protein_coding,33,70,19,Neutral,ytfT,putative sugar ABC transporter permease,WP_010723275.1,Not Essential,,,,,,,
4306,b4231,chromosome,Protein_Coding,protein_coding,40,70,37,Neutral,yjfF,putative sugar ABC transporter permease,WP_000596014.1,Not Essential,,,,,,,
4307,b4232,chromosome,Protein_Coding,protein_coding,45,7,54,Underrepresented,fbp,"fructose-1,6-bisphosphatase I",WP_000853753.1,Not Essential,,,,,,,
4308,b4233,chromosome,Protein_Coding,protein_coding,43,72,63,Neutral,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,WP_001219813.1,Not Essential,,,,,,,
4309,b4234,chromosome,Protein_Coding,protein_coding,22,73,14,Neutral,yjgA,ribosome-associated UPF0307 family protein,WP_000166270.1,Not Essential,,,,,,,
4310,b4235,chromosome,Protein_Coding,protein_coding,49,41,18,Neutral,pmbA,putative antibiotic peptide MccB17 maturation peptidase,WP_001162171.1,Not Essential,,,,,,,
4311,b4236,chromosome,Pseudogene,pseudogene,11,73,13,Neutral,cybC,---,---,Not Essential,,,,,,,
4312,b4237,chromosome,Protein_Coding,protein_coding,17,59,49,Neutral,nrdG,anaerobic ribonucleotide reductase activating protein,WP_001106233.1,Not Essential,,,,,,,
4313,b4238,chromosome,Protein_Coding,protein_coding,79,72,50,Neutral,nrdD,anaerobic ribonucleoside-triphosphate reductase,WP_000187778.1,Not Essential,,,,,,,
4314,b4239,chromosome,Protein_Coding,protein_coding,67,5,6,Underrepresented,treC,trehalose-6-P hydrolase,WP_001336303.1,Not Essential,,,,,,,
4315,b4240,chromosome,Protein_Coding,protein_coding,50,72,47,Neutral,treB,trehalose-specific PTS enzyme: IIB and IIC component,WP_001407733.1,Not Essential,,,,,,,
4316,b4241,chromosome,Protein_Coding,protein_coding,38,55,31,Neutral,treR,trehalose 6-phosphate-inducible trehalose regulon transcriptional repressor,WP_001181307.1,Not Essential,,,,,,,
4317,b4702,chromosome,Protein_Coding,protein_coding,2,0,0,Neutral,mgtL,regulatory leader peptide for mgtA,WP_001387276.1,Not Essential,,,,,,,
4318,b4242,chromosome,Protein_Coding,protein_coding,115,66,28,Neutral,mgtA,magnesium transporter,WP_000471889.1,Not Essential,,,,,,,
4319,b4243,chromosome,Protein_Coding,protein_coding,15,33,11,Neutral,ridA,"enamine/imine deaminase, reaction intermediate detoxification",WP_000047539.1,Not Essential,,,,,,,
4320,b4244,chromosome,Protein_Coding,protein_coding,19,63,58,Neutral,pyrI,"aspartate carbamoyltransferase, regulatory subunit",WP_000148581.1,Not Essential,,,,,,,
4321,b4245,chromosome,Protein_Coding,protein_coding,35,34,16,Regional,pyrB,"aspartate carbamoyltransferase, catalytic subunit",WP_000013046.1,Not Essential,,,,,,,
4322,b4246,chromosome,Protein_Coding,protein_coding,3,67,50,Neutral,pyrL,pyrBI operon leader peptide,WP_001296693.1,Not Essential,,,,,,,
4323,b4248,chromosome,Protein_Coding,protein_coding,17,77,159,Neutral,yjgH,UPF0131 family protein,WP_000230281.1,Not Essential,,,,,,,
4324,b4249,chromosome,Protein_Coding,protein_coding,33,58,60,Neutral,bdcA,c-di-GMP-binding biofilm dispersal mediator protein,WP_000500727.1,Not Essential,,,,,,,
4325,b4251,chromosome,Protein_Coding,protein_coding,33,64,26,Neutral,bdcR,transcriptional repressor for divergent bdcA,WP_000256658.1,Not Essential,,,,,,,
4326,b4252,chromosome,Protein_Coding,protein_coding,22,59,21,Neutral,tabA,"biofilm modulator regulated by toxins; DUF386 family protein, cupin superfamily protein",WP_000583469.1,Not Essential,,,,,,,
4327,b4253,chromosome,Protein_Coding,protein_coding,183,9,11,Underrepresented,yjgL,SopA-central-domain-like hexapeptide repeat protein,WP_000036434.1,Not Essential,,,,,,,
4328,b4254,chromosome,Protein_Coding,protein_coding,39,64,52,Neutral,argI,ornithine carbamoyltransferase 1,WP_000012931.1,Not Essential,,,,,,,
4329,b4255,chromosome,Protein_Coding,protein_coding,10,40,40,Neutral,rraB,protein inhibitor of RNase E,WP_000002953.1,Not Essential,,,,,,,
4330,b4256,chromosome,Protein_Coding,protein_coding,28,61,30,Neutral,yjgM,GNAT family putative N-acetyltransferase,WP_001059402.1,Not Essential,,,,,,,
4331,b4257,chromosome,Protein_Coding,protein_coding,104,23,10,Underrepresented,yjgN,DUF898 family inner membrane protein,WP_000079634.1,Not Essential,,,,,,,
4332,b4258,chromosome,Protein_Coding,protein_coding,94,1,18,Underrepresented,valS,valyl-tRNA synthetase,WP_000416392.1,Essential,,,,,,,
4333,b4259,chromosome,Protein_Coding,protein_coding,18,6,48,Underrepresented,holC,"DNA polymerase III, chi subunit",WP_000786400.1,Not Essential,,,,,,,
4334,b4260,chromosome,Protein_Coding,protein_coding,58,38,25,Neutral,pepA,"multifunctional aminopeptidase A: a cyteinylglycinase, transcription regulator and site-specific recombination factor",WP_000397144.1,Not Essential,,,,,,,
4335,b4261,chromosome,Protein_Coding,protein_coding,38,3,2,Underrepresented,lptF,lipopolysaccharide export ABC permease,WP_000584114.1,Essential,,,,,,,
4336,b4262,chromosome,Protein_Coding,protein_coding,41,2,2,Underrepresented,lptG,lipopolysaccharide export ABC permease,WP_001295681.1,Essential,,,,,,,
4337,b4263,chromosome,Protein_Coding,protein_coding,49,61,23,Neutral,yjgR,DUF853 family protein with NTPase fold,WP_001294573.1,Not Essential,,,,,,,
4338,b4264,chromosome,Protein_Coding,protein_coding,50,56,33,Neutral,idnR,"transcriptional repressor, 5-gluconate-binding",WP_001309159.1,Not Essential,,,,,,,
4339,b4265,chromosome,Protein_Coding,protein_coding,82,71,33,Neutral,idnT,L-idonate and D-gluconate transporter,WP_001128335.1,Not Essential,,,,,,,
4340,b4266,chromosome,Protein_Coding,protein_coding,36,61,27,Neutral,idnO,5-keto-D-gluconate-5-reductase,WP_000998695.1,Not Essential,,,,,,,
4341,b4267,chromosome,Protein_Coding,protein_coding,53,43,35,Neutral,idnD,"L-idonate 5-dehydrogenase, NAD-binding",WP_001197411.1,Not Essential,,,,,,,
4342,b4268,chromosome,Protein_Coding,protein_coding,35,37,26,Regional,idnK,"D-gluconate kinase, thermosensitive",WP_000896738.1,Not Essential,,,,,,,
4343,b4269,chromosome,Protein_Coding,protein_coding,41,56,32,Neutral,ahr,"broad specificity NADPH-dependent aldehyde reductase, Zn-containing",WP_001309160.1,Not Essential,,,,,,,
4344,b4270,chromosome,RNA,tRNA,3,0,0,Neutral,leuX,tRNA-Leu,---,Not Essential,,,,,,,
4345,b4271,chromosome,Pseudogene,pseudogene,75,71,34,Neutral,intB,---,---,Not Essential,,,,,,,
4346,b4272,chromosome,Protein_Coding,protein_coding,12,92,18,Neutral,insC1,IS2 repressor TnpA,WP_000567766.1,Not Essential,,,,,,,
4347,b4273,chromosome,Protein_Coding,protein_coding,34,79,35,Neutral,insD1,IS2 transposase TnpB,WP_000376502.1,Not Essential,,,,,,,
4348,b4575,chromosome,Pseudogene,pseudogene,66,76,50,Neutral,yjgX,---,---,Not Essential,,,,,,,
4349,b4277,chromosome,Protein_Coding,protein_coding,9,67,46,Neutral,yjgZ,uncharacterized protein,WP_001309162.1,Not Essential,,,,,,,
4350,b4278,chromosome,Protein_Coding,protein_coding,42,62,44,Neutral,insG,IS4 transposase,WP_000547191.1,Not Essential,,,,,,,
4351,b4279,chromosome,Protein_Coding,protein_coding,105,21,10,Underrepresented,yjhB,"putative MFS transporter, membrane protein",WP_000179691.1,Not Essential,,,,,,,
4352,b4280,chromosome,Protein_Coding,protein_coding,75,31,11,Regional,yjhC,GFO/IDH/MOCA family putative oxidoreductase. NAD(P)-dependent,WP_000611568.1,Not Essential,,,,,,,
4353,b4655,chromosome,Protein_Coding,protein_coding,11,9,2,Underrepresented,ythA,uncharacterized protein,WP_000594405.1,Not Essential,,,,,,,
4354,b4281,chromosome,Pseudogene,pseudogene,13,39,10,Neutral,yjhD,---,---,Not Essential,,,,,,,
4355,b4282,chromosome,Pseudogene,pseudogene,15,87,32,Neutral,yjhE,---,---,Not Essential,,,,,,,
4356,b4623,chromosome,Pseudogene,pseudogene,11,82,21,Neutral,insO,---,---,Not Essential,,,,,,,
4357,b4284,chromosome,Protein_Coding,protein_coding,61,87,30,Neutral,insI1,IS30 transposase,WP_001254932.1,Not Essential,,,,,,,
4358,b4561,chromosome,Pseudogene,pseudogene,12,50,21,Neutral,insM,---,---,Not Essential,,,,,,,
4359,b4286,chromosome,Pseudogene,pseudogene,14,71,40,Neutral,yjhV,---,---,Not Essential,,,,,,,
4360,b4287,chromosome,Protein_Coding,protein_coding,31,77,44,Neutral,fecE,ferric citrate ABC transporter ATPase,WP_000175457.1,Not Essential,,,,,,,
4361,b4288,chromosome,Protein_Coding,protein_coding,27,85,47,Neutral,fecD,ferric citrate ABC transporter permease,WP_000684852.1,Not Essential,,,,,,,
4362,b4289,chromosome,Protein_Coding,protein_coding,24,75,31,Neutral,fecC,ferric citrate ABC transporter permease,WP_000125187.1,Not Essential,,,,,,,
4363,b4290,chromosome,Protein_Coding,protein_coding,21,52,26,Neutral,fecB,ferric citrate ABC transporter periplasmic binding protein,WP_000879155.1,Not Essential,,,,,,,
4364,b4291,chromosome,Protein_Coding,protein_coding,77,69,59,Neutral,fecA,TonB-dependent outer membrane ferric citrate transporter and signal transducer; ferric citrate extracelluar receptor; FecR-interacting protein,WP_000188283.1,Not Essential,,,,,,,
4365,b4292,chromosome,Protein_Coding,protein_coding,29,45,61,Neutral,fecR,anti-sigma transmembrane signal transducer for ferric citrate transport; periplasmic FecA-bound ferric citrate sensor and cytoplasmic FecI ECF sigma factor activator,WP_001068910.1,Not Essential,,,,,,,
4366,b4293,chromosome,Protein_Coding,protein_coding,12,50,20,Neutral,fecI,"RNA polymerase sigma-19 factor, fec operon-specific; ECF sigma factor",WP_001283626.1,Not Essential,,,,,,,
4367,b4294,chromosome,Protein_Coding,protein_coding,8,63,55,Neutral,insA,IS1 repressor TnpA,WP_001303900.1,Not Essential,,,,,,,
4368,b4576,chromosome,Pseudogene,pseudogene,21,81,49,Neutral,insB1,---,---,Not Essential,,,,,,,
4369,b4295,chromosome,Protein_Coding,protein_coding,32,81,48,Neutral,yjhU,putative DNA-binding transcriptional regulator; KpLE2 phage-like element,WP_000373366.1,Not Essential,,,,,,,
4370,b4296,chromosome,Protein_Coding,protein_coding,74,65,28,Neutral,yjhF,putative transporter,WP_001128363.1,Not Essential,,,,,,,
4371,b4297,chromosome,Protein_Coding,protein_coding,72,72,50,Neutral,yjhG,putative dehydratase,WP_000116326.1,Not Essential,,,,,,,
4372,b4298,chromosome,Protein_Coding,protein_coding,43,70,37,Neutral,yjhH,putative lyase/synthase,WP_000714563.1,Not Essential,,,,,,,
4373,b4299,chromosome,Protein_Coding,protein_coding,61,31,14,Regional,yjhI,putative DNA-binding transcriptional regulator,WP_000251798.1,Not Essential,,,,,,,
4374,b4300,chromosome,Protein_Coding,protein_coding,29,76,53,Neutral,sgcR,putative DNA-binding transcriptional regulator,WP_000082780.1,Not Essential,,,,,,,
4375,b4301,chromosome,Protein_Coding,protein_coding,19,84,31,Neutral,sgcE,putative epimerase,WP_000600622.1,Not Essential,,,,,,,
4376,b4302,chromosome,Protein_Coding,protein_coding,24,71,49,Neutral,sgcA,putative phosphotransferase enzyme IIA component,WP_000606406.1,Not Essential,,,,,,,
4377,b4624,chromosome,RNA,ncRNA,3,67,8,Neutral,ryjB,"novel sRNA, function unknown",---,Not Essential,,,,,,,
4378,b4303,chromosome,Protein_Coding,protein_coding,29,66,48,Neutral,sgcQ,putative nucleoside triphosphatase,WP_000118626.1,Not Essential,,,,,,,
4379,b4304,chromosome,Protein_Coding,protein_coding,63,67,45,Neutral,sgcC,putative PTS system EIIC permease component,WP_000460843.1,Not Essential,,,,,,,
4380,b4565,chromosome,Protein_Coding,protein_coding,13,54,51,Neutral,sgcB,putative enzyme IIB component of PTS,WP_000722973.1,Not Essential,,,,,,,
4381,b4305,chromosome,Protein_Coding,protein_coding,54,78,44,Neutral,sgcX,putative endoglucanase with Zn-dependent exopeptidase domain,WP_000010829.1,Not Essential,,,,,,,
4382,b4656,chromosome,Pseudogene,pseudogene,8,50,176,Neutral,yjhY,---,---,Not Essential,,,,,,,
4383,b4306,chromosome,Protein_Coding,protein_coding,22,59,27,Neutral,yjhP,putative methyltransferase,WP_000354251.1,Not Essential,,,,,,,
4384,b4307,chromosome,Protein_Coding,protein_coding,20,50,31,Neutral,yjhQ,GNAT family putative N-acetyltransferase,WP_001309181.1,Not Essential,,,,,,,
4385,b4566,chromosome,Protein_Coding,protein_coding,13,62,67,Neutral,yjhX,UPF0386 family protein,WP_001054376.1,Not Essential,,,,,,,
